id	name	description	cityId
4758	璞丽度假酒店	地址：肇东解放路330号（宋）。联系电话：053-69574979 / 192-79491518。客房配备记忆棉床垫，保证舒适睡眠。距车站步行 5 分钟，交通便利。	C225
4759	悦榕精品酒店	地址：双牌县和平路42号（双牌）。联系电话：025-77360651 / 052-27782614。距车站步行 5 分钟，交通便利。部分房型可俯瞰城市天际线。提供高速 Wi‑Fi 及 24 小时热水。前台多语言服务，支持行李寄存。	C166
4760	璞丽大酒店	地址：双牌县建设路88号（双牌）。联系电话：182-87477198。含自助早餐，菜品丰富。设有地下停车场与充电桩。周边 500 米内即是商场与美食街。客房配备记忆棉床垫，保证舒适睡眠。	C166
4761	梅园酒店	地址：双牌县朝阳街220号（双牌）。联系电话：152-95852051 / 057-48185727。周边 500 米内即是商场与美食街。距车站步行 5 分钟，交通便利。前台多语言服务，支持行李寄存。	C166
4762	丽枫国际酒店	地址：双牌县解放路307号（双牌）。联系电话：039-26018951 / 198-27478757。可手机自助入住，无接触开门。客房配备记忆棉床垫，保证舒适睡眠。设有地下停车场与充电桩。	C166
4763	枫叶度假酒店	地址：重庆建设路326号（沙坪坝）。联系电话：136-38415474 / 055-84612647。周边 500 米内即是商场与美食街。客房配备记忆棉床垫，保证舒适睡眠。	C272
4764	星程宾馆	地址：重庆建设路272号（沙坪坝）。联系电话：025-41510259 / 133-97863554。客房配备记忆棉床垫，保证舒适睡眠。提供高速 Wi‑Fi 及 24 小时热水。设有地下停车场与充电桩。	C272
4765	沐兰大酒店	地址：四平迎宾大道254号（四平东）。联系电话：017-26945510。周边 500 米内即是商场与美食街。含自助早餐，菜品丰富。	C073
4766	悦榕国际酒店	地址：四平朝阳街120号（四平东）。联系电话：017-71215385。设有地下停车场与充电桩。周边 500 米内即是商场与美食街。	C073
4767	云栖宾馆	地址：四平人民大道297号（四平东）。联系电话：052-36267893 / 156-72412174。酒店内有健身房和洗衣房，住客免费使用。部分房型可俯瞰城市天际线。	C073
4768	桔子精品酒店	地址：四平建设路168号（四平东）。联系电话：159-87039753 / 131-62793778。设有地下停车场与充电桩。含自助早餐，菜品丰富。提供高速 Wi‑Fi 及 24 小时热水。	C073
4769	沐兰酒店	地址：驻马店迎宾大道68号（遂平）。联系电话：032-84892569。客房配备记忆棉床垫，保证舒适睡眠。部分房型可俯瞰城市天际线。	C302
4770	丽枫国际酒店	地址：驻马店人民大道236号（遂平）。联系电话：192-65766849 / 134-62235503。提供高速 Wi‑Fi 及 24 小时热水。部分房型可俯瞰城市天际线。距车站步行 5 分钟，交通便利。	C302
4771	桔子国际酒店	地址：驻马店中心路312号（遂平）。联系电话：049-73851933 / 059-59527748。可手机自助入住，无接触开门。客房配备记忆棉床垫，保证舒适睡眠。	C302
4772	沐兰度假酒店	地址：中卫迎宾大道307号（沙坡头）。联系电话：046-33199212 / 158-75052843。周边 500 米内即是商场与美食街。含自助早餐，菜品丰富。	C009
4773	柏曼宾馆	地址：中卫解放路67号（沙坡头）。联系电话：026-59569720 / 186-85566004。前台多语言服务，支持行李寄存。含自助早餐，菜品丰富。设有地下停车场与充电桩。客房配备记忆棉床垫，保证舒适睡眠。	C009
4774	星程度假酒店	地址：南华县解放路13号（沙桥）。联系电话：155-70591865 / 045-22945342。提供高速 Wi‑Fi 及 24 小时热水。部分房型可俯瞰城市天际线。	C161
4775	云栖度假酒店	地址：南华县解放路221号（沙桥）。联系电话：012-67013708 / 184-68012450。客房配备记忆棉床垫，保证舒适睡眠。前台多语言服务，支持行李寄存。	C161
4776	云栖国际酒店	地址：商丘中心路379号（商丘南）。联系电话：189-53790720。设有地下停车场与充电桩。距车站步行 5 分钟，交通便利。	C068
4777	梅园宾馆	地址：商丘解放路318号（商丘南）。联系电话：137-89631899。周边 500 米内即是商场与美食街。提供高速 Wi‑Fi 及 24 小时热水。	C068
4778	花筑精品酒店	地址：商丘建设路374号（商丘南）。联系电话：033-57719187 / 185-28766009。可手机自助入住，无接触开门。设有地下停车场与充电桩。提供高速 Wi‑Fi 及 24 小时热水。	C068
4779	碧桂度假酒店	地址：商丘迎宾大道197号（商丘南）。联系电话：151-23507570 / 190-15486738。设有地下停车场与充电桩。酒店内有健身房和洗衣房，住客免费使用。	C068
4780	沐兰度假酒店	地址：凌源朝阳街179号（水泉）。联系电话：138-96073588。酒店内有健身房和洗衣房，住客免费使用。含自助早餐，菜品丰富。提供高速 Wi‑Fi 及 24 小时热水。	C150
4781	枫叶大酒店	地址：凌源人民大道338号（水泉）。联系电话：139-31233744 / 059-50660014。含自助早餐，菜品丰富。可手机自助入住，无接触开门。	C150
4782	锦江国际酒店	地址：石泉县建设路21号（石泉县）。联系电话：049-76331048。酒店内有健身房和洗衣房，住客免费使用。设有地下停车场与充电桩。	C090
4783	桔子宾馆	地址：石泉县朝阳街27号（石泉县）。联系电话：028-54291780 / 186-96284417。设有地下停车场与充电桩。前台多语言服务，支持行李寄存。提供高速 Wi‑Fi 及 24 小时热水。部分房型可俯瞰城市天际线。	C090
4784	云栖宾馆	地址：本溪人民大道359号（石桥子）。联系电话：139-23491189 / 051-86945667。含自助早餐，菜品丰富。前台多语言服务，支持行李寄存。	C151
4785	丽枫大酒店	地址：本溪和平路111号（石桥子）。联系电话：191-51126774 / 025-77638124。客房配备记忆棉床垫，保证舒适睡眠。周边 500 米内即是商场与美食街。可手机自助入住，无接触开门。含自助早餐，菜品丰富。	C151
4786	柏曼度假酒店	地址：本溪中心路138号（石桥子）。联系电话：157-19687836 / 035-78259967。含自助早餐，菜品丰富。周边 500 米内即是商场与美食街。提供高速 Wi‑Fi 及 24 小时热水。	C151
4787	沐兰国际酒店	地址：本溪解放路201号（石桥子）。联系电话：197-12181455。前台多语言服务，支持行李寄存。提供高速 Wi‑Fi 及 24 小时热水。	C151
4788	月光酒店	地址：哈尔滨迎宾大道139号（石人城）。联系电话：197-37738535。可手机自助入住，无接触开门。距车站步行 5 分钟，交通便利。设有地下停车场与充电桩。含自助早餐，菜品丰富。	C066
4789	锦江国际酒店	地址：哈尔滨迎宾大道10号（石人城）。联系电话：151-22329825 / 017-72956856。距车站步行 5 分钟，交通便利。客房配备记忆棉床垫，保证舒适睡眠。提供高速 Wi‑Fi 及 24 小时热水。酒店内有健身房和洗衣房，住客免费使用。	C066
4790	桔子大酒店	地址：哈尔滨和平路218号（石人城）。联系电话：029-32127014。设有地下停车场与充电桩。客房配备记忆棉床垫，保证舒适睡眠。可手机自助入住，无接触开门。提供高速 Wi‑Fi 及 24 小时热水。	C066
4791	锦江度假酒店	地址：白山朝阳街172号（石人）。联系电话：046-26716478 / 139-20953667。距车站步行 5 分钟，交通便利。周边 500 米内即是商场与美食街。部分房型可俯瞰城市天际线。	C212
4792	枫叶酒店	地址：白山朝阳街172号（石人）。联系电话：028-27846067。距车站步行 5 分钟，交通便利。酒店内有健身房和洗衣房，住客免费使用。部分房型可俯瞰城市天际线。客房配备记忆棉床垫，保证舒适睡眠。	C212
4793	碧桂酒店	地址：白山和平路217号（石人）。联系电话：184-13348568。部分房型可俯瞰城市天际线。前台多语言服务，支持行李寄存。酒店内有健身房和洗衣房，住客免费使用。	C212
4794	沐兰精品酒店	地址：白山和平路333号（石人）。联系电话：051-41163832 / 014-33875468。酒店内有健身房和洗衣房，住客免费使用。设有地下停车场与充电桩。提供高速 Wi‑Fi 及 24 小时热水。	C212
4795	璞丽宾馆	地址：海林和平路100号（山市）。联系电话：154-48649751 / 052-43006506。酒店内有健身房和洗衣房，住客免费使用。含自助早餐，菜品丰富。	C207
4796	雅致酒店	地址：海林人民大道55号（山市）。联系电话：199-83516742 / 043-57775970。部分房型可俯瞰城市天际线。前台多语言服务，支持行李寄存。酒店内有健身房和洗衣房，住客免费使用。	C207
4797	沐兰大酒店	地址：海林人民大道143号（山市）。联系电话：030-52871932。部分房型可俯瞰城市天际线。酒店内有健身房和洗衣房，住客免费使用。设有地下停车场与充电桩。周边 500 米内即是商场与美食街。	C207
4798	星程精品酒店	地址：海林中心路226号（山市）。联系电话：047-45393674 / 018-85306865。酒店内有健身房和洗衣房，住客免费使用。周边 500 米内即是商场与美食街。	C207
4799	梅园酒店	地址：铁力迎宾大道234号（神树）。联系电话：139-72405993 / 040-78558352。前台多语言服务，支持行李寄存。酒店内有健身房和洗衣房，住客免费使用。	C023
4800	丽枫国际酒店	地址：铁力解放路245号（神树）。联系电话：010-80884482 / 043-77581496。前台多语言服务，支持行李寄存。可手机自助入住，无接触开门。含自助早餐，菜品丰富。客房配备记忆棉床垫，保证舒适睡眠。	C023
4801	星程大酒店	地址：铁力人民大道77号（神树）。联系电话：186-54538507。前台多语言服务，支持行李寄存。距车站步行 5 分钟，交通便利。含自助早餐，菜品丰富。	C023
4802	丽枫度假酒店	地址：铁力建设路388号（神树）。联系电话：037-56341196 / 027-25747345。设有地下停车场与充电桩。提供高速 Wi‑Fi 及 24 小时热水。	C023
4803	花筑度假酒店	地址：鄯善县中心路211号（鄯善）。联系电话：058-62045375 / 024-53307082。酒店内有健身房和洗衣房，住客免费使用。提供高速 Wi‑Fi 及 24 小时热水。部分房型可俯瞰城市天际线。距车站步行 5 分钟，交通便利。	C056
4804	璞丽宾馆	地址：鄯善县朝阳街188号（鄯善）。联系电话：151-41591939。可手机自助入住，无接触开门。酒店内有健身房和洗衣房，住客免费使用。前台多语言服务，支持行李寄存。周边 500 米内即是商场与美食街。	C056
4805	枫叶宾馆	地址：鄯善县和平路60号（鄯善）。联系电话：031-21652867。设有地下停车场与充电桩。客房配备记忆棉床垫，保证舒适睡眠。含自助早餐，菜品丰富。	C056
4806	桔子大酒店	地址：佛山和平路282号（三水）。联系电话：155-80399214。前台多语言服务，支持行李寄存。提供高速 Wi‑Fi 及 24 小时热水。客房配备记忆棉床垫，保证舒适睡眠。部分房型可俯瞰城市天际线。	C025
4807	沐兰宾馆	地址：佛山解放路388号（三水）。联系电话：038-61169735。客房配备记忆棉床垫，保证舒适睡眠。周边 500 米内即是商场与美食街。	C025
4808	星程精品酒店	地址：泗水县和平路389号（泗水）。联系电话：017-21750953 / 059-73544097。客房配备记忆棉床垫，保证舒适睡眠。前台多语言服务，支持行李寄存。周边 500 米内即是商场与美食街。可手机自助入住，无接触开门。	C181
4809	丽枫国际酒店	地址：泗水县解放路278号（泗水）。联系电话：048-66640827 / 156-14918144。客房配备记忆棉床垫，保证舒适睡眠。距车站步行 5 分钟，交通便利。可手机自助入住，无接触开门。部分房型可俯瞰城市天际线。	C181
4810	枫叶酒店	地址：凌海人民大道288号（石山）。联系电话：011-58573250。部分房型可俯瞰城市天际线。提供高速 Wi‑Fi 及 24 小时热水。酒店内有健身房和洗衣房，住客免费使用。	C281
4811	星程精品酒店	地址：凌海建设路229号（石山）。联系电话：154-51975259 / 045-47109335。前台多语言服务，支持行李寄存。客房配备记忆棉床垫，保证舒适睡眠。酒店内有健身房和洗衣房，住客免费使用。部分房型可俯瞰城市天际线。	C281
4812	枫叶宾馆	地址：凌海朝阳街130号（石山）。联系电话：024-31646429。酒店内有健身房和洗衣房，住客免费使用。含自助早餐，菜品丰富。距车站步行 5 分钟，交通便利。客房配备记忆棉床垫，保证舒适睡眠。	C281
4813	沐兰国际酒店	地址：凌海中心路346号（石山）。联系电话：025-59459043 / 040-78434742。提供高速 Wi‑Fi 及 24 小时热水。客房配备记忆棉床垫，保证舒适睡眠。含自助早餐，菜品丰富。距车站步行 5 分钟，交通便利。	C281
4814	悦榕宾馆	地址：瓦房店朝阳街364号（松树）。联系电话：011-59522059。提供高速 Wi‑Fi 及 24 小时热水。前台多语言服务，支持行李寄存。客房配备记忆棉床垫，保证舒适睡眠。	C080
4815	月光国际酒店	地址：瓦房店和平路139号（松树）。联系电话：041-38790485。部分房型可俯瞰城市天际线。可手机自助入住，无接触开门。客房配备记忆棉床垫，保证舒适睡眠。设有地下停车场与充电桩。	C080
4816	雅致大酒店	地址：辽阳县和平路105号（首山）。联系电话：192-43168820 / 137-74489002。可手机自助入住，无接触开门。客房配备记忆棉床垫，保证舒适睡眠。前台多语言服务，支持行李寄存。距车站步行 5 分钟，交通便利。	C255
4817	柏曼精品酒店	地址：辽阳县和平路181号（首山）。联系电话：195-17851792 / 152-12891975。周边 500 米内即是商场与美食街。提供高速 Wi‑Fi 及 24 小时热水。距车站步行 5 分钟，交通便利。	C255
4818	枫叶大酒店	地址：辽阳县解放路86号（首山）。联系电话：026-24129134。部分房型可俯瞰城市天际线。提供高速 Wi‑Fi 及 24 小时热水。	C255
4819	月光酒店	地址：辽阳县解放路187号（首山）。联系电话：199-77426164 / 180-97493819。设有地下停车场与充电桩。含自助早餐，菜品丰富。前台多语言服务，支持行李寄存。	C255
4820	云栖大酒店	地址：凌源朝阳街394号（三十家）。联系电话：018-63619114 / 038-39687729。设有地下停车场与充电桩。可手机自助入住，无接触开门。	C150
4821	柏栎度假酒店	地址：凌源人民大道309号（三十家）。联系电话：190-37618063。提供高速 Wi‑Fi 及 24 小时热水。前台多语言服务，支持行李寄存。	C150
4822	星程精品酒店	地址：大连建设路299号（三十里堡）。联系电话：180-81747407。周边 500 米内即是商场与美食街。酒店内有健身房和洗衣房，住客免费使用。提供高速 Wi‑Fi 及 24 小时热水。	C080
4823	星程大酒店	地址：大连建设路324号（三十里堡）。联系电话：182-63711748 / 011-37220802。含自助早餐，菜品丰富。可手机自助入住，无接触开门。设有地下停车场与充电桩。部分房型可俯瞰城市天际线。	C080
4824	雅致大酒店	地址：大连建设路210号（三十里堡）。联系电话：053-82155165。酒店内有健身房和洗衣房，住客免费使用。前台多语言服务，支持行李寄存。	C080
4825	花筑国际酒店	地址：江门人民大道4号（双水镇）。联系电话：195-81983967 / 191-27891559。酒店内有健身房和洗衣房，住客免费使用。部分房型可俯瞰城市天际线。含自助早餐，菜品丰富。周边 500 米内即是商场与美食街。	C170
4826	锦江国际酒店	地址：江门人民大道35号（双水镇）。联系电话：028-85820790。客房配备记忆棉床垫，保证舒适睡眠。设有地下停车场与充电桩。距车站步行 5 分钟，交通便利。	C170
4827	柏栎度假酒店	地址：江门人民大道114号（双水镇）。联系电话：135-68531769。客房配备记忆棉床垫，保证舒适睡眠。提供高速 Wi‑Fi 及 24 小时热水。可手机自助入住，无接触开门。	C170
4828	梅园精品酒店	地址：江门建设路28号（双水镇）。联系电话：037-73355329 / 156-16889953。含自助早餐，菜品丰富。前台多语言服务，支持行李寄存。可手机自助入住，无接触开门。设有地下停车场与充电桩。	C170
4829	柏栎国际酒店	地址：白山中心路127号（松树镇）。联系电话：022-84288968 / 016-87739652。含自助早餐，菜品丰富。距车站步行 5 分钟，交通便利。部分房型可俯瞰城市天际线。可手机自助入住，无接触开门。	C212
4830	月光度假酒店	地址：白山人民大道71号（松树镇）。联系电话：190-84146113。客房配备记忆棉床垫，保证舒适睡眠。部分房型可俯瞰城市天际线。含自助早餐，菜品丰富。前台多语言服务，支持行李寄存。	C212
4831	星程酒店	地址：白山朝阳街356号（松树镇）。联系电话：151-11872195。提供高速 Wi‑Fi 及 24 小时热水。可手机自助入住，无接触开门。部分房型可俯瞰城市天际线。	C212
4832	梅园宾馆	地址：白山中心路11号（松树镇）。联系电话：017-33223314 / 047-76256722。酒店内有健身房和洗衣房，住客免费使用。可手机自助入住，无接触开门。	C212
4833	枫叶大酒店	地址：松桃苗族自治县迎宾大道163号（松桃）。联系电话：132-85951286。含自助早餐，菜品丰富。酒店内有健身房和洗衣房，住客免费使用。部分房型可俯瞰城市天际线。	C277
4834	柏栎精品酒店	地址：松桃苗族自治县朝阳街109号（松桃）。联系电话：193-17612293。酒店内有健身房和洗衣房，住客免费使用。设有地下停车场与充电桩。	C277
4835	锦江宾馆	地址：松桃苗族自治县人民大道82号（松桃）。联系电话：150-98949522 / 034-75145906。距车站步行 5 分钟，交通便利。客房配备记忆棉床垫，保证舒适睡眠。酒店内有健身房和洗衣房，住客免费使用。	C277
4836	悦榕精品酒店	地址：松桃苗族自治县和平路344号（松桃）。联系电话：181-12626115。提供高速 Wi‑Fi 及 24 小时热水。前台多语言服务，支持行李寄存。客房配备记忆棉床垫，保证舒适睡眠。	C277
4837	枫叶宾馆	地址：鄂伦春自治旗中心路295号（索图罕）。联系电话：130-51419916 / 024-27197898。提供高速 Wi‑Fi 及 24 小时热水。含自助早餐，菜品丰富。	C060
4838	楠舍度假酒店	地址：鄂伦春自治旗中心路197号（索图罕）。联系电话：020-31371439 / 190-23995720。周边 500 米内即是商场与美食街。部分房型可俯瞰城市天际线。距车站步行 5 分钟，交通便利。	C060
4839	锦江宾馆	地址：太和县迎宾大道55号（三堂集）。联系电话：138-33003996。客房配备记忆棉床垫，保证舒适睡眠。距车站步行 5 分钟，交通便利。前台多语言服务，支持行李寄存。可手机自助入住，无接触开门。	C287
4840	雅致度假酒店	地址：太和县和平路339号（三堂集）。联系电话：156-65369899。设有地下停车场与充电桩。提供高速 Wi‑Fi 及 24 小时热水。前台多语言服务，支持行李寄存。	C287
4841	楠舍宾馆	地址：宁安和平路389号（石头）。联系电话：013-53580286。周边 500 米内即是商场与美食街。提供高速 Wi‑Fi 及 24 小时热水。部分房型可俯瞰城市天际线。前台多语言服务，支持行李寄存。	C207
4842	梅园精品酒店	地址：宁安人民大道100号（石头）。联系电话：151-87577444 / 158-64900461。酒店内有健身房和洗衣房，住客免费使用。可手机自助入住，无接触开门。	C207
4843	枫叶国际酒店	地址：宁安人民大道358号（石头）。联系电话：043-20097764 / 155-67933323。部分房型可俯瞰城市天际线。含自助早餐，菜品丰富。设有地下停车场与充电桩。距车站步行 5 分钟，交通便利。	C207
4844	柏栎度假酒店	地址：宁安解放路201号（石头）。联系电话：049-40377436。前台多语言服务，支持行李寄存。提供高速 Wi‑Fi 及 24 小时热水。客房配备记忆棉床垫，保证舒适睡眠。周边 500 米内即是商场与美食街。	C207
4845	枫叶度假酒店	地址：朔州迎宾大道396号（神头）。联系电话：046-49880072。部分房型可俯瞰城市天际线。酒店内有健身房和洗衣房，住客免费使用。客房配备记忆棉床垫，保证舒适睡眠。可手机自助入住，无接触开门。	C149
4846	星程国际酒店	地址：朔州中心路79号（神头）。联系电话：184-13407553 / 042-35922197。距车站步行 5 分钟，交通便利。前台多语言服务，支持行李寄存。可手机自助入住，无接触开门。提供高速 Wi‑Fi 及 24 小时热水。	C149
4847	雅致宾馆	地址：盘州中心路84号（沙沱）。联系电话：035-36832575 / 025-29581592。前台多语言服务，支持行李寄存。距车站步行 5 分钟，交通便利。提供高速 Wi‑Fi 及 24 小时热水。周边 500 米内即是商场与美食街。	C033
4848	楠舍宾馆	地址：盘州中心路55号（沙沱）。联系电话：182-16500914 / 154-86564060。设有地下停车场与充电桩。酒店内有健身房和洗衣房，住客免费使用。前台多语言服务，支持行李寄存。含自助早餐，菜品丰富。	C033
4849	璞丽精品酒店	地址：北京中心路127号（上万）。联系电话：130-68722632 / 021-55443456。酒店内有健身房和洗衣房，住客免费使用。含自助早餐，菜品丰富。提供高速 Wi‑Fi 及 24 小时热水。	C039
4850	梅园精品酒店	地址：北京和平路68号（上万）。联系电话：033-83881099 / 026-62793735。含自助早餐，菜品丰富。设有地下停车场与充电桩。	C039
4851	锦江大酒店	地址：北京中心路79号（上万）。联系电话：130-99429247 / 180-97873825。提供高速 Wi‑Fi 及 24 小时热水。客房配备记忆棉床垫，保证舒适睡眠。酒店内有健身房和洗衣房，住客免费使用。含自助早餐，菜品丰富。	C039
4852	云栖宾馆	地址：北京人民大道121号（上万）。联系电话：027-59048424 / 043-67417016。提供高速 Wi‑Fi 及 24 小时热水。前台多语言服务，支持行李寄存。	C039
4853	云栖精品酒店	地址：孙吴县中心路337号（孙吴）。联系电话：135-61441717。提供高速 Wi‑Fi 及 24 小时热水。酒店内有健身房和洗衣房，住客免费使用。设有地下停车场与充电桩。周边 500 米内即是商场与美食街。	C310
4854	碧桂大酒店	地址：孙吴县朝阳街330号（孙吴）。联系电话：054-25994908。周边 500 米内即是商场与美食街。部分房型可俯瞰城市天际线。可手机自助入住，无接触开门。设有地下停车场与充电桩。	C310
4855	悦榕酒店	地址：孙吴县朝阳街272号（孙吴）。联系电话：194-11080323。可手机自助入住，无接触开门。设有地下停车场与充电桩。前台多语言服务，支持行李寄存。周边 500 米内即是商场与美食街。	C310
4856	枫叶国际酒店	地址：沙湾县建设路358号（沙湾县）。联系电话：054-27119289 / 197-53757250。酒店内有健身房和洗衣房，住客免费使用。周边 500 米内即是商场与美食街。距车站步行 5 分钟，交通便利。可手机自助入住，无接触开门。	C075
4857	星程酒店	地址：沙湾县解放路286号（沙湾县）。联系电话：032-33067318。含自助早餐，菜品丰富。周边 500 米内即是商场与美食街。	C075
4858	碧桂宾馆	地址：沙湾县人民大道126号（沙湾县）。联系电话：051-76369299。含自助早餐，菜品丰富。周边 500 米内即是商场与美食街。	C075
4859	沐兰国际酒店	地址：沙湾县解放路235号（沙湾县）。联系电话：039-27172585。周边 500 米内即是商场与美食街。部分房型可俯瞰城市天际线。	C075
4860	花筑大酒店	地址：歙县中心路265号（歙县）。联系电话：046-88013808 / 150-13607809。周边 500 米内即是商场与美食街。提供高速 Wi‑Fi 及 24 小时热水。含自助早餐，菜品丰富。客房配备记忆棉床垫，保证舒适睡眠。	C308
4861	星程度假酒店	地址：歙县建设路380号（歙县）。联系电话：027-86434122。设有地下停车场与充电桩。客房配备记忆棉床垫，保证舒适睡眠。部分房型可俯瞰城市天际线。	C308
4862	星程度假酒店	地址：歙县人民大道312号（歙县）。联系电话：018-67064773 / 017-61433673。设有地下停车场与充电桩。距车站步行 5 分钟，交通便利。含自助早餐，菜品丰富。	C308
4863	云栖精品酒店	地址：歙县迎宾大道395号（歙县）。联系电话：034-23512315。酒店内有健身房和洗衣房，住客免费使用。提供高速 Wi‑Fi 及 24 小时热水。	C308
4864	丽枫宾馆	地址：遂溪县中心路336号（遂溪）。联系电话：037-48173923 / 027-85199023。距车站步行 5 分钟，交通便利。周边 500 米内即是商场与美食街。	C197
4865	雅致大酒店	地址：遂溪县建设路31号（遂溪）。联系电话：196-50570767 / 048-42997796。部分房型可俯瞰城市天际线。设有地下停车场与充电桩。	C197
4866	璞丽宾馆	地址：沙县建设路236号（沙县）。联系电话：029-64107418 / 011-69658646。设有地下停车场与充电桩。客房配备记忆棉床垫，保证舒适睡眠。含自助早餐，菜品丰富。	C003
4867	云栖国际酒店	地址：沙县解放路139号（沙县）。联系电话：016-54167497 / 136-27274999。含自助早餐，菜品丰富。提供高速 Wi‑Fi 及 24 小时热水。酒店内有健身房和洗衣房，住客免费使用。客房配备记忆棉床垫，保证舒适睡眠。	C003
4868	枫叶宾馆	地址：沙县朝阳街121号（沙县）。联系电话：021-74437591 / 196-33473027。含自助早餐，菜品丰富。提供高速 Wi‑Fi 及 24 小时热水。	C003
4869	柏栎大酒店	地址：沙县解放路57号（沙县）。联系电话：137-47465833 / 017-78104874。周边 500 米内即是商场与美食街。含自助早餐，菜品丰富。	C003
4870	丽枫精品酒店	地址：绍兴解放路328号（绍兴）。联系电话：193-91478754。酒店内有健身房和洗衣房，住客免费使用。设有地下停车场与充电桩。距车站步行 5 分钟，交通便利。前台多语言服务，支持行李寄存。	C224
4871	锦江国际酒店	地址：绍兴朝阳街211号（绍兴）。联系电话：151-13992040 / 016-81505490。提供高速 Wi‑Fi 及 24 小时热水。酒店内有健身房和洗衣房，住客免费使用。	C224
4872	桔子精品酒店	地址：绍兴和平路43号（绍兴）。联系电话：185-94298796。距车站步行 5 分钟，交通便利。可手机自助入住，无接触开门。	C224
4873	柏栎度假酒店	地址：图们迎宾大道253号（石岘）。联系电话：040-77695511。前台多语言服务，支持行李寄存。设有地下停车场与充电桩。酒店内有健身房和洗衣房，住客免费使用。	C116
4874	云栖酒店	地址：图们朝阳街75号（石岘）。联系电话：193-31790479。提供高速 Wi‑Fi 及 24 小时热水。距车站步行 5 分钟，交通便利。	C116
4875	云栖精品酒店	地址：图们建设路142号（石岘）。联系电话：012-75217288。提供高速 Wi‑Fi 及 24 小时热水。可手机自助入住，无接触开门。客房配备记忆棉床垫，保证舒适睡眠。距车站步行 5 分钟，交通便利。	C116
4876	花筑度假酒店	地址：图们人民大道332号（石岘）。联系电话：052-86406276 / 184-62595124。客房配备记忆棉床垫，保证舒适睡眠。前台多语言服务，支持行李寄存。	C116
4877	悦榕度假酒店	地址：盘州解放路60号（上西铺）。联系电话：055-86809703。可手机自助入住，无接触开门。客房配备记忆棉床垫，保证舒适睡眠。部分房型可俯瞰城市天际线。提供高速 Wi‑Fi 及 24 小时热水。	C033
4878	沐兰精品酒店	地址：盘州中心路286号（上西铺）。联系电话：057-44853375。客房配备记忆棉床垫，保证舒适睡眠。设有地下停车场与充电桩。部分房型可俯瞰城市天际线。	C033
4879	璞丽国际酒店	地址：古浪县迎宾大道17号（石峡子）。联系电话：040-72758738。距车站步行 5 分钟，交通便利。客房配备记忆棉床垫，保证舒适睡眠。前台多语言服务，支持行李寄存。	C163
4880	碧桂宾馆	地址：古浪县朝阳街50号（石峡子）。联系电话：191-81918315。前台多语言服务，支持行李寄存。部分房型可俯瞰城市天际线。	C163
4881	璞丽大酒店	地址：古浪县人民大道218号（石峡子）。联系电话：182-98323820 / 032-73338720。距车站步行 5 分钟，交通便利。设有地下停车场与充电桩。	C163
4882	柏栎度假酒店	地址：沭阳县中心路227号（沭阳）。联系电话：180-12994058。设有地下停车场与充电桩。距车站步行 5 分钟，交通便利。前台多语言服务，支持行李寄存。	C100
4883	楠舍宾馆	地址：沭阳县和平路170号（沭阳）。联系电话：026-67299527。提供高速 Wi‑Fi 及 24 小时热水。距车站步行 5 分钟，交通便利。	C100
4884	沐兰大酒店	地址：东宁解放路353号（绥阳）。联系电话：155-88783841。含自助早餐，菜品丰富。前台多语言服务，支持行李寄存。可手机自助入住，无接触开门。	C207
4885	花筑酒店	地址：东宁建设路99号（绥阳）。联系电话：197-30487049。距车站步行 5 分钟，交通便利。提供高速 Wi‑Fi 及 24 小时热水。设有地下停车场与充电桩。周边 500 米内即是商场与美食街。	C207
4886	悦榕酒店	地址：东宁人民大道130号（绥阳）。联系电话：020-32348257 / 135-75522938。酒店内有健身房和洗衣房，住客免费使用。周边 500 米内即是商场与美食街。	C207
4887	星程宾馆	地址：寿阳县朝阳街97号（寿阳）。联系电话：028-89817985 / 199-94602062。酒店内有健身房和洗衣房，住客免费使用。含自助早餐，菜品丰富。	C145
4888	梅园大酒店	地址：寿阳县迎宾大道108号（寿阳）。联系电话：013-67504923 / 016-73601971。周边 500 米内即是商场与美食街。客房配备记忆棉床垫，保证舒适睡眠。	C145
4889	璞丽精品酒店	地址：寿阳县人民大道336号（寿阳）。联系电话：190-52626667。前台多语言服务，支持行李寄存。酒店内有健身房和洗衣房，住客免费使用。周边 500 米内即是商场与美食街。	C145
4890	楠舍酒店	地址：黎城县和平路336号（水洋）。联系电话：191-91414923。提供高速 Wi‑Fi 及 24 小时热水。可手机自助入住，无接触开门。	C285
4891	柏栎精品酒店	地址：黎城县迎宾大道389号（水洋）。联系电话：018-63471521。提供高速 Wi‑Fi 及 24 小时热水。前台多语言服务，支持行李寄存。部分房型可俯瞰城市天际线。	C285
4892	月光宾馆	地址：黎城县中心路84号（水洋）。联系电话：180-26166131 / 199-39891858。部分房型可俯瞰城市天际线。周边 500 米内即是商场与美食街。	C285
4893	雅致度假酒店	地址：天水建设路174号（三阳川）。联系电话：059-85831284。部分房型可俯瞰城市天际线。距车站步行 5 分钟，交通便利。可手机自助入住，无接触开门。	C081
4894	星程宾馆	地址：天水迎宾大道193号（三阳川）。联系电话：192-26271578。设有地下停车场与充电桩。含自助早餐，菜品丰富。部分房型可俯瞰城市天际线。	C081
